(315,78,95)
(361,147,32)
(672,549,87)
(913,848,72)
(967,926,82)
(9,384,103)
(867,970,3)
(422,44,133)
(934,929,134)
(89,479,137)
(781,308,74)
(361,902,35)
(716,513,105)
(62,796,75)
(199,831,132)
(391,214,100)
(446,605,139)
(214,57,122)
(24,426,110)
(710,880,31)
(389,287,125)
(755,28,20)
(427,320,99)
(491,435,80)
(21,63,108)
(494,906,51)
(746,743,117)
(386,484,125)
(754,375,76)
(791,259,120)
(906,151,193)
(397,217,13)
(237,814,52)
(474,609,59)
(876,663,85)
(933,680,44)
(669,760,88)
(521,277,88)
(426,134,105)
(663,510,54)
(282,598,95)
(103,663,23)
(588,403,73)
(800,157,41)
(789,572,107)
(756,72,166)
(495,954,22)
(64,955,100)
(608,766,69)
(943,871,61)
(615,451,82)
(706,344,112)
(520,11,102)
(367,794,145)
(727,589,148)
(466,21,129)
(657,8,67)
(528,753,45)
(128,112,146)
(8,900,30)
(983,258,98)
(421,280,80)
(821,268,109)
(608,410,19)
(615,583,43)
(393,707,40)
(78,926,154)
(77,696,113)
(368,455,27)
(871,121,145)
(326,277,159)
(934,639,180)
(41,967,70)
(875,226,61)
(33,895,84)
(93,763,86)
(504,71,135)
(439,114,108)
(204,247,143)
(881,93,7)
(951,912,70)
(920,647,74)
(602,397,17)
(599,525,108)
(516,6,65)
(778,566,80)
(52,887,48)
(894,701,87)
(268,26,35)
(594,96,97)
(242,57,135)
(103,436,110)
(859,371,77)
(641,638,60)
(486,215,79)
(801,240,87)
(736,205,70)
(366,544,67)
(847,767,48)
(838,246,97)
(91,310,93)
(707,303,92)
(859,585,100)
(153,733,63)
(992,931,14)
(606,874,68)
(81,125,150)
(752,297,48)
(96,159,139)
(3,410,94)
(665,572,120)
(436,740,139)
(849,131,37)
(101,673,29)
(846,936,130)
(710,56,64)
(19,88,106)
(386,736,104)
(61,499,32)
(201,496,97)
(311,649,91)
(18,477,167)
(840,7,39)
(865,238,64)
(89,644,137)
(787,624,78)
(926,713,120)
(394,377,48)
(694,580,174)
(492,270,74)
(71,213,115)
(843,199,174)
(823,418,17)
(183,122,117)
(130,461,110)
(336,252,53)
(558,590,22)
(625,553,67)
(971,747,148)
(892,340,89)
(386,869,43)
(707,157,24)
(856,147,144)
(412,238,67)
(881,325,23)
(180,583,70)
(734,209,73)
(831,772,59)
(297,427,35)
(811,456,172)
(681,956,163)
(391,249,147)
(221,609,146)
(846,202,145)
(353,16,2)
(886,947,89)
(590,278,49)
(150,422,117)
(221,134,58)
(680,677,109)
(190,875,88)
(181,142,132)
(370,403,142)
(488,635,58)
(942,1000,99)
(453,126,39)
(426,691,173)
(356,120,85)
(832,318,144)
(608,611,122)
(461,429,187)
(821,274,8)
(315,969,88)
(585,864,98)
(557,545,111)
(517,574,123)
(528,988,52)
(248,323,130)
(735,52,8)
(518,604,86)
(874,618,22)
(180,217,10)
(143,720,146)
(302,677,79)
(150,571,103)
(970,65,158)
(677,168,134)
(580,503,163)
(571,480,93)
(492,985,170)
(561,664,72)
(937,559,99)
(883,808,83)
(712,864,63)
(787,72,21)
(663,67,46)
(707,381,166)
(246,469,13)
(895,311,168)
(527,159,112)
(501,41,31)
(190,939,81)
(792,557,109)
(482,534,103)
(951,127,60)
(78,309,133)
(188,854,52)
(129,879,170)
(409,926,176)
(972,466,93)
(857,508,101)
(995,282,88)
(79,466,121)
(149,176,144)
(966,410,136)
(45,974,109)
(596,687,80)
(855,563,49)
(170,183,86)
(76,334,54)
(316,406,12)
(60,800,167)
(854,300,141)
(46,464,154)
(826,862,115)
(795,272,88)
(213,946,90)
(653,855,127)
(662,795,80)
(668,968,37)
(213,59,168)
(596,883,69)
(185,78,130)
(972,456,62)
(74,926,162)
(28,661,132)
(92,492,108)
(71,839,50)
(353,136,106)
(55,848,141)
(349,263,142)
(373,187,44)
(302,238,161)
(226,611,160)
(289,162,36)
(128,12,163)
(17,895,63)
(698,911,110)
(411,580,105)
(522,46,151)
(699,506,102)
(859,141,140)
(435,35,87)
(948,34,164)
(945,534,70)
(282,421,43)
(512,730,167)
(917,287,127)
(359,432,71)
(909,562,75)
(942,716,122)
(143,205,88)
(57,733,90)
(440,369,73)
(27,618,81)
(794,17,101)
(99,324,191)
(950,735,103)
(801,109,144)
(427,547,123)
(113,111,83)
(361,10,56)
(422,254,88)
(273,294,170)
(434,696,142)
(980,682,96)
(935,495,88)
(803,795,122)
(547,814,126)
(120,285,161)
(285,113,131)
(393,922,123)
(902,957,179)
(592,613,111)
(637,974,188)
(440,256,99)
(946,6,150)
(554,599,107)
(481,944,23)
(529,257,112)
(280,263,46)
(937,806,92)
(283,769,124)
(787,673,117)
(622,844,102)
(832,253,14)
(913,145,103)
(729,399,116)
(208,761,15)
(532,526,70)
(286,452,14)
(505,172,158)
(598,860,63)
(62,686,53)
(497,956,150)
(361,678,89)
(666,850,154)
(551,722,84)
(952,250,94)
(101,714,71)
(540,341,50)
(881,917,69)
(829,947,90)
(961,199,182)
(301,800,96)
(456,212,12)
(431,62,35)
(927,926,95)
(929,771,130)
(95,770,77)
(178,37,12)
(555,458,99)
(425,73,47)
(759,765,70)
(763,645,76)
(32,296,77)
(767,40,110)
(630,375,153)
(823,741,58)
(162,992,105)
(58,37,99)
(39,596,81)
(605,136,134)
(139,677,113)
(485,244,159)
(148,834,165)
(36,588,94)
(155,461,117)
(986,803,87)
(167,144,100)
(189,973,80)
(382,776,90)
(449,126,86)
(553,21,121)
(925,653,97)
