(448,78,7)
(768,961,7)
(687,612,6)
(473,886,0)
(79,861,7)
(952,848,4)
(278,287,3)
(900,169,14)
(3,734,12)
(622,956,15)
(509,383,2)
(569,125,11)
(375,899,11)
(869,731,41)
(36,410,1)
(698,602,7)
(197,412,0)
(974,327,7)
(212,985,4)
(903,150,39)
(786,342,5)
(320,430,9)
(559,287,3)
(247,429,4)
(151,635,0)
(120,124,20)
(135,52,1)
(115,982,2)
(866,340,2)
(135,545,4)
(963,699,8)
(431,187,23)
(526,711,4)
(264,305,6)
(188,886,11)
(756,712,14)
(170,803,24)
(309,630,15)
(443,77,9)
(204,297,0)
(983,4,18)
(127,81,1)
(938,513,8)
(900,736,1)
(249,997,0)
(628,667,10)
(710,987,3)
(195,616,2)
(542,831,8)
(399,550,2)
(899,859,8)
(372,203,4)
(424,909,12)
(105,699,3)
(261,438,18)
(129,114,21)
(165,521,0)
(496,592,16)
(951,871,2)
(529,14,2)
(4,937,16)
(590,737,3)
(781,20,11)
(483,334,3)
(593,43,27)
(564,742,7)
(880,57,11)
(881,345,0)
(842,437,10)
(862,335,20)
(386,692,8)
(27,612,7)
(443,757,2)
(245,63,9)
(246,967,26)
(338,599,1)
(64,350,20)
(976,653,4)
(244,885,2)
(71,355,3)
(679,164,6)
(415,838,12)
(182,215,1)
(550,588,0)
(517,592,1)
(339,784,1)
(23,535,0)
(923,484,5)
(560,489,2)
(180,198,11)
(455,709,37)
(179,373,6)
(878,108,7)
(992,235,30)
(1,971,7)
(453,630,2)
(555,16,12)
(448,834,28)
(927,967,14)
(239,785,11)
(293,570,4)
(701,489,3)
(853,667,6)
(561,819,26)
(121,340,6)
(680,974,8)
(119,296,1)
(323,997,14)
(565,141,2)
(672,814,31)
(159,226,3)
(731,345,30)
(418,675,5)
(943,554,5)
(378,829,1)
(164,671,6)
(357,173,3)
(758,216,14)
(969,282,7)
(77,830,16)
(264,62,43)
(290,273,15)
(314,763,3)
(905,435,1)
(335,748,0)
(457,137,32)
(697,424,0)
(251,841,31)
(330,346,6)
(934,19,9)
(58,530,2)
(150,673,8)
(235,282,4)
(783,342,8)
(912,583,1)
(96,249,38)
(905,977,19)
(30,940,23)
(207,312,7)
(63,684,2)
(960,657,0)
(54,927,0)
(662,439,9)
(483,154,12)
(263,281,0)
(112,945,10)
(765,638,5)
(4,579,10)
(991,101,4)
(38,159,10)
(76,891,12)
(557,389,1)
(117,795,9)
(141,480,18)
(971,9,0)
(115,780,15)
(395,486,14)
(564,461,10)
(299,987,28)
(190,832,2)
(208,933,35)
(265,55,6)
(518,119,1)
(874,907,14)
(495,741,5)
(865,708,20)
(609,690,0)
(2,189,1)
(327,571,1)
(263,310,0)
(886,697,14)
(308,961,3)
(30,508,14)
(608,203,0)
(106,134,5)
(651,524,0)
(515,760,3)
(789,667,0)
(156,787,13)
(585,789,10)
(60,929,1)
(87,524,32)
(265,848,19)
(189,732,4)
(977,958,1)
(197,15,11)
(107,94,0)
(828,622,30)
(144,905,9)
(591,973,5)
(892,920,0)
(513,730,13)
(492,74,28)
(412,222,7)
(962,722,0)
(327,563,2)
(1,937,9)
(576,623,11)
(397,218,7)
(928,881,3)
(986,142,14)
(80,491,1)
(733,876,13)
(153,264,15)
(18,639,27)
(39,248,5)
(199,400,16)
(634,851,21)
(234,330,10)
(189,50,1)
(711,936,0)
(983,630,1)
(841,256,13)
(959,421,9)
(270,988,6)
(771,303,8)
(843,912,5)
(817,757,12)
(200,479,18)
(199,439,3)
(707,410,2)
